收寄城市,寄达城市,流量
鹰潭,芜湖,6
鹰潭,嘉兴,7
鹰潭,襄阳,7
福州,淮安,9
福州,义乌,16
福州,宝鸡,7
厦门,潍坊,9
厦门,义乌,7
厦门,阿克苏,7
常德,天津,9
襄阳,呼和浩特,8
襄阳,襄阳,5
漯河,湖州,7
漯河,鹰潭,7
信阳,南通,11
信阳,义乌,7
信阳,西宁,4
信阳,阿克苏,3
汕头,义乌,4
中山,连云港,9
中山,盐城,11
中山,济宁,13
中山,义乌,9
南宁,石家庄,16
南宁,大连,5
南宁,长春,10
南宁,上海,26
南宁,徐州,10
南宁,合肥,15
南宁,衡阳,13
南宁,郑州,21
柳州,石家庄,3
柳州,北京,5
柳州,青岛,3
贵阳,台州,6
贵阳,赣州,4
南充,苏州,10
南充,南昌,13
南充,南宁,16
南充,温州,6
大理州,沈阳,12
大理州,杭州,4
大理州,南昌,4
大理州,郑州,4
大理州,贵阳,5
西安,保定,14
西安,南通,21
西安,芜湖,21
包头,呼和浩特,34
烟台,青岛,22
义乌,湖州,133
义乌,金华,335
东莞,广州,741
东莞,中山,188
太原,合肥,7
太原,信阳,7
太原,漯河,6
北京,锦州,11
北京,襄阳,12
大连,福州,7
上海,金华,48
上海,鹰潭,18
上海,漯河,47
上海,中山,69
上海,大理州,19
烟台,石家庄,15
烟台,天津,17
烟台,杭州,14
烟台,信阳,7
义乌,哈尔滨,551
义乌,广州,1619
赣州,广州,25
荆州,锦州,6
深圳,徐州,93
深圳,武汉,184
深圳,大理州,33
东莞,太原,100
东莞,南京,92
东莞,徐州,69
东莞,合肥,90
东莞,长沙,199
东莞,漯河,64
东莞,兰州,74
贵阳,锦州,3
昆明,锦州,6
兰州,呼和浩特,6
兰州,广州,21
兰州,阿克苏,6
银川,沈阳,8
呼和浩特,廊坊,3
呼和浩特,淮安,1
呼和浩特,台州,2
呼和浩特,赣州,2
呼和浩特,厦门,3
呼和浩特,常德,1
呼和浩特,汕头,3
呼和浩特,海口,3
呼和浩特,喀什,1
包头,上海,1
包头,常州,1
包头,济南,1
包头,潍坊,1
包头,烟台,1
包头,泉州,1
包头,郑州,1
包头,洛阳,1
包头,内江,1
包头,喀什,1
太原,保定,6
太原,无锡,3
太原,扬州,2
太原,湖州,1
太原,南宁,6
侯马,南通,1
侯马,安庆,1
侯马,贵阳,3
侯马,兰州,2
唐山,安庆,2
唐山,柳州,2
廊坊,东莞,14
北京,扬州,7
北京,临沂,14
大连,常州,3
大连,连云港,1
大连,蚌埠,2
大连,安庆,1
大连,嘉兴,2
大连,金华,3
大连,常德,1
大连,湛江,1
大连,西宁,1
锦州,南通,1
锦州,杭州,3
锦州,嘉兴,1
锦州,义乌,1
锦州,温州,1
锦州,汕头,1
锦州,中山,1
锦州,昆明,2
锦州,乌鲁木齐,1
长春,扬州,3
长春,义乌,3
哈尔滨,连云港,4
哈尔滨,淮安,2
上海,唐山,22
上海,济宁,31
上海,嘉兴,45
上海,赣州,28
上海,拉萨,19
淮安,内江,1
盐城,西宁,4
盐城,拉萨,6
合肥,喀什,4
潍坊,拉萨,3
烟台,苏州,12
烟台,蚌埠,5
烟台,金华,5
烟台,鹰潭,2
烟台,海口,3
烟台,银川,4
烟台,西宁,1
青岛,内江,2
济宁,湖州,4
济宁,常德,6
济宁,柳州,3
济宁,乌鲁木齐,5
济宁,喀什,1
义乌,呼和浩特,135
鹰潭,盐城,4
赣州,连云港,2
赣州,临沂,3
赣州,泉州,4
赣州,柳州,3
赣州,成都,12
福州,喀什,2
厦门,西宁,4
厦门,喀什,2
常德,烟台,2
常德,济宁,2
常德,义乌,3
常德,泉州,4
常德,荆州,2
常德,拉萨,1
荆州,保定,6
荆州,扬州,4
荆州,安庆,6
荆州,湖州,4
荆州,西宁,1
襄阳,廊坊,4
襄阳,拉萨,1
漯河,内江,3
深圳,义乌,19
东莞,芜湖,29
东莞,西宁,14
湛江,鹰潭,3
湛江,内江,2
湛江,西宁,1
湛江,阿克苏,1
南宁,扬州,3
南宁,南通,5
南宁,烟台,4
南宁,湖州,3
南宁,台州,6
柳州,无锡,1
柳州,连云港,1
柳州,淮安,1
柳州,蚌埠,2
柳州,湖州,1
柳州,嘉兴,1
柳州,台州,1
柳州,荆州,1
柳州,洛阳,1
柳州,兰州,2
柳州,乌鲁木齐,2
贵阳,连云港,2
贵阳,鹰潭,2
贵阳,阿克苏,1
海口,包头,1
海口,连云港,1
海口,淮安,1
海口,扬州,1
海口,潍坊,1
海口,洛阳,2
海口,柳州,3
海口,拉萨,1
南充,内江,2
内江,廊坊,1
内江,北京,4
内江,淮安,1
内江,盐城,1
内江,赣州,1
内江,襄阳,2
内江,漯河,2
内江,柳州,2
昆明,包头,5
昆明,义乌,4
昆明,宝鸡,2
大理州,扬州,1
大理州,安庆,1
大理州,泉州,2
大理州,常德,1
大理州,柳州,2
大理州,海口,2
大理州,南充,2
大理州,西宁,1
西安,拉萨,8
宝鸡,呼和浩特,2
宝鸡,沈阳,2
宝鸡,无锡,1
宝鸡,苏州,2
宝鸡,合肥,2
宝鸡,济南,2
宝鸡,青岛,1
宝鸡,宁波,1
宝鸡,台州,1
宝鸡,金华,1
宝鸡,洛阳,1
宝鸡,南充,1
兰州,侯马,2
兰州,无锡,3
兰州,连云港,1
兰州,青岛,5
兰州,天津,7
兰州,宁波,3
兰州,台州,2
兰州,鹰潭,1
兰州,重庆,5
兰州,常德,1
兰州,南充,3
兰州,宝鸡,1
兰州,银川,7
银川,唐山,2
银川,无锡,2
银川,淮安,1
银川,盐城,1
银川,潍坊,2
银川,嘉兴,2
银川,台州,2
银川,阿克苏,1
银川,喀什,1
西宁,保定,1
西宁,常州,1
西宁,福州,1
西宁,厦门,1
西宁,漯河,1
西宁,东莞,1
西宁,南宁,1
西宁,西安,4
乌鲁木齐,呼和浩特,2
乌鲁木齐,唐山,1
乌鲁木齐,长春,3
乌鲁木齐,常州,2
乌鲁木齐,连云港,1
乌鲁木齐,合肥,2
乌鲁木齐,芜湖,1
乌鲁木齐,安庆,1
乌鲁木齐,福州,2
乌鲁木齐,荆州,1
阿克苏,太原,1
阿克苏,北京,1
阿克苏,长春,1
阿克苏,合肥,1
阿克苏,蚌埠,1
阿克苏,烟台,1
阿克苏,台州,1
阿克苏,义乌,1
阿克苏,武汉,1
阿克苏,东莞,1
阿克苏,乌鲁木齐,1
喀什,石家庄,1
喀什,常州,1
喀什,盐城,1
喀什,南通,1
喀什,青岛,1
喀什,杭州,1
喀什,重庆,1
喀什,襄阳,1
喀什,洛阳,1
喀什,海口,1
喀什,南充,1
喀什,内江,1
拉萨,太原,1
拉萨,常州,1
拉萨,衡阳,1
拉萨,荆州,1
拉萨,漯河,1
拉萨,汕头,1
拉萨,深圳,1
拉萨,南充,1
拉萨,内江,1
拉萨,西宁,1
沈阳,沈阳,597
南京,南京,152
无锡,常州,116
无锡,徐州,115
无锡,淮安,27
常州,南京,193
苏州,常州,159
苏州,南通,110
苏州,盐城,75
淮安,无锡,49
徐州,南通,87
盐城,无锡,59
盐城,南通,46
常州,常州,58
安庆,合肥,150
济南,济南,585
台州,嘉兴,135
福州,福州,155
泉州,厦门,97
长沙,衡阳,236
湛江,广州,82
石家庄,合肥,130
石家庄,杭州,129
石家庄,锦州,60
石家庄,南宁,152
石家庄,蚌埠,80
石家庄,银川,85
石家庄,乌鲁木齐,90
天津,北京,109
天津,沈阳,81
天津,济南,87
唐山,石家庄,27
唐山,广州,17
廊坊,南京,22
廊坊,合肥,23
廊坊,中山,20
保定,侯马,50
保定,汕头,31
保定,拉萨,21
沈阳,天津,179
沈阳,青岛,74
沈阳,信阳,36
沈阳,汕头,40
沈阳,兰州,66
长春,锦州,19
长春,漯河,11
哈尔滨,哈尔滨,288
南京,侯马,67
南京,长春,128
南京,青岛,129
南京,长沙,191
南京,信阳,82
南京,南宁,130
南京,成都,286
扬州,厦门,31
扬州,广州,117
常州,信阳,101
常州,漯河,102
无锡,厦门,45
无锡,天津,98
无锡,长春,101
无锡,柳州,27
常州,沈阳,249
苏州,厦门,78
苏州,南充,54
苏州,昆明,105
苏州,西安,192
苏州,安庆,47
徐州,合肥,172
徐州,济南,308
徐州,杭州,177
徐州,郑州,264
徐州,宁波,105
连云港,长沙,61
连云港,西安,84
淮安,郑州,31
徐州,太原,139
盐城,南昌,48
盐城,芜湖,22
扬州,长春,49
扬州,福州,44
扬州,襄阳,16
扬州,湛江,15
扬州,成都,97
南通,呼和浩特,45
南通,哈尔滨,50
南通,北京,51
南通,福州,60
南通,汕头,33
南通,湛江,26
南通,南充,19
合肥,沈阳,303
合肥,南京,178
合肥,徐州,139
合肥,安庆,116
合肥,金华,87
安庆,哈尔滨,137
安庆,太原,111
蚌埠,郑州,210
蚌埠,南京,99
蚌埠,徐州,93
蚌埠,呼和浩特,88
蚌埠,长春,175
芜湖,锦州,20
芜湖,石家庄,66
芜湖,西安,109
安庆,大理州,29
潍坊,广州,51
潍坊,石家庄,31
潍坊,贵阳,27
潍坊,西安,48
青岛,济南,90
济宁,广州,52
济南,沈阳,330
临沂,锦州,11
临沂,天津,38
临沂,杭州,26
天津,锦州,17
杭州,石家庄,450
杭州,合肥,436
杭州,信阳,283
杭州,阿克苏,63
湖州,合肥,142
湖州,中山,121
湖州,柳州,79
湖州,成都,298
湖州,西安,345
湖州,兰州,129
嘉兴,长春,101
嘉兴,哈尔滨,121
嘉兴,南京,121
嘉兴,芜湖,40
嘉兴,长沙,175
嘉兴,洛阳,55
嘉兴,南充,44
嘉兴,呼和浩特,55
嘉兴,昆明,98
宁波,太原,135
宁波,汕头,109
宁波,湛江,65
宁波,西安,253
宁波,兰州,97
台州,沈阳,290
台州,蚌埠,164
台州,芜湖,94
台州,洛阳,113
台州,南宁,250
台州,大理州,67
金华,南京,467
金华,长沙,601
金华,武汉,673
温州,呼和浩特,76
温州,武汉,304
温州,郑州,264
温州,汕头,131
温州,贵阳,214
温州,蚌埠,110
温州,长春,143
温州,海口,78
南昌,信阳,104
南昌,中山,130
南昌,成都,278
南昌,杭州,154
福州,天津,80
福州,合肥,67
泉州,杭州,53
泉州,锦州,12
泉州,侯马,23
泉州,南昌,58
重庆,银川,30
重庆,锦州,17
重庆,太原,37
重庆,石家庄,33
重庆,长春,53
重庆,蚌埠,16
重庆,郑州,50
重庆,汕头,23
重庆,贵阳,76
长沙,哈尔滨,158
长沙,锦州,50
长沙,沈阳,160
长沙,杭州,184
长沙,金华,81
长沙,厦门,117
长沙,广州,677
长沙,中山,178
长沙,湛江,88
长沙,昆明,196
长沙,兰州,126
武汉,石家庄,162
武汉,中山,143
武汉,济南,223
武汉,厦门,119
武汉,洛阳,75
武汉,汕头,101
武汉,南宁,178
洛阳,侯马,63
洛阳,漯河,67
洛阳,太原,100
洛阳,青岛,76
洛阳,襄阳,26
洛阳,柳州,45
洛阳,兰州,72
漯河,贵阳,46
漯河,哈尔滨,52
郑州,南京,135
郑州,常州,83
郑州,南充,94
郑州,乌鲁木齐,66
广州,南宁,395
广州,贵阳,232
广州,天津,153
汕头,徐州,24
湛江,漯河,10
中山,石家庄,56
中山,湛江,55
海口,广州,20
成都,石家庄,57
成都,济南,92
西安,广州,303
石家庄,廊坊,63
石家庄,潍坊,71
石家庄,温州,70
石家庄,湖州,25
天津,保定,20
天津,常州,15
天津,苏州,24
天津,济宁,16
天津,福州,21
天津,长沙,27
天津,海口,12
唐山,长春,13
唐山,南京,6
唐山,徐州,5
唐山,贵阳,6
唐山,成都,12
北京,常州,18
北京,南昌,38
廊坊,南通,9
廊坊,临沂,11
廊坊,深圳,25
廊坊,湖州,5
廊坊,台州,7
廊坊,赣州,6
保定,苏州,43
保定,盐城,13
保定,包头,10
北京,侯马,32
北京,北京,15
沈阳,武汉,79
沈阳,宁波,44
沈阳,南昌,50
沈阳,长沙,59
沈阳,衡阳,18
沈阳,中山,37
沈阳,南宁,45
沈阳,大理州,14
长春,侯马,12
长春,福州,11
长春,武汉,17
长春,汕头,8
长春,中山,12
哈尔滨,唐山,17
哈尔滨,锦州,16
哈尔滨,宁波,16
哈尔滨,南昌,14
哈尔滨,长沙,23
哈尔滨,武汉,26
哈尔滨,南宁,17
南京,赣州,35
南京,大理州,27
南京,宝鸡,13
扬州,保定,19
扬州,临沂,15
扬州,湖州,12
扬州,兰州,48
淮安,北京,39
淮安,济南,29
淮安,重庆,19
淮安,成都,27
常州,保定,60
无锡,廊坊,15
无锡,荆州,11
苏州,台州,57
苏州,廊坊,24
苏州,赣州,30
苏州,喀什,8
徐州,保定,70
徐州,常德,54
连云港,大连,24
连云港,潍坊,22
连云港,义乌,7
连云港,赣州,14
连云港,常德,14
连云港,乌鲁木齐,9
淮安,长春,14
淮安,拉萨,8
淮安,侯马,8
淮安,保定,8
淮安,湖州,10
淮安,嘉兴,15
淮安,济宁,7
淮安,临沂,6
淮安,襄阳,7
徐州,宝鸡,19
盐城,上海,205
盐城,湖州,16
盐城,重庆,36
扬州,鹰潭,9
扬州,宝鸡,5
南通,唐山,13
南通,大连,14
南通,鹰潭,9
南通,重庆,45
南通,内江,4
合肥,唐山,63
合肥,无锡,85
合肥,嘉兴,64
合肥,义乌,27
合肥,大理州,33
合肥,银川,94
安庆,唐山,35
安庆,大连,39
安庆,上海,209
安庆,淮安,18
安庆,泉州,58
安庆,衡阳,48
蚌埠,烟台,47
蚌埠,济宁,49
蚌埠,赣州,43
蚌埠,衡阳,66
蚌埠,襄阳,40
蚌埠,深圳,127
蚌埠,连云港,25
蚌埠,扬州,25
蚌埠,蚌埠,55
芜湖,杭州,56
芜湖,衡阳,31
芜湖,安庆,32
安庆,西宁,6
济南,包头,56
济南,唐山,72
济南,宁波,90
济南,长沙,192
济南,柳州,39
济南,嘉兴,46
潍坊,太原,24
潍坊,北京,82
潍坊,武汉,31
潍坊,赣州,6
潍坊,衡阳,7
青岛,烟台,22
青岛,郑州,44
青岛,温州,16
青岛,漯河,19
济宁,哈尔滨,39
济宁,无锡,10
济宁,宁波,13
济宁,郑州,34
临沂,呼和浩特,28
临沂,合肥,21
临沂,济南,56
临沂,宁波,15
临沂,温州,12
临沂,洛阳,15
临沂,深圳,23
济宁,烟台,11
临沂,包头,7
临沂,唐山,10
临沂,潍坊,13
临沂,南充,15
杭州,唐山,119
杭州,盐城,131
杭州,宝鸡,44
湖州,包头,14
湖州,太原,147
湖州,上海,191
湖州,无锡,56
湖州,金华,88
湖州,赣州,51
湖州,襄阳,38
湖州,宝鸡,22
嘉兴,扬州,30
嘉兴,深圳,106
嘉兴,包头,14
宁波,苏州,146
宁波,南通,58
宁波,烟台,55
金华,唐山,134
温州,上海,409
温州,南通,72
温州,泉州,121
温州,深圳,197
南昌,南京,112
南昌,宁波,90
南昌,福州,150
南昌,长沙,218
南昌,温州,76
南昌,南通,45
南昌,芜湖,42
南昌,嘉兴,49
鹰潭,青岛,17
鹰潭,南充,12
鹰潭,徐州,11
鹰潭,烟台,7
鹰潭,阿克苏,4
福州,哈尔滨,94
福州,青岛,55
福州,侯马,41
福州,安庆,23
福州,荆州,11
厦门,呼和浩特,18
厦门,南京,36
厦门,乌鲁木齐,28
泉州,上海,82
泉州,重庆,44
泉州,洛阳,20
泉州,保定,16
泉州,安庆,13
泉州,大理州,9
厦门,金华,25
厦门,漯河,17
厦门,东莞,49
厦门,侯马,17
重庆,泉州,20
重庆,廊坊,7
重庆,安庆,12
重庆,嘉兴,13
重庆,常德,14
重庆,阿克苏,4
长沙,保定,60
长沙,大连,37
长沙,重庆,175
长沙,拉萨,18
长沙,内江,16
常德,宁波,12
常德,柳州,7
常德,昆明,11
衡阳,长春,24
衡阳,重庆,31
衡阳,乌鲁木齐,11
衡阳,赣州,12
衡阳,洛阳,12
衡阳,无锡,11
衡阳,东莞,37
武汉,宁波,94
武汉,金华,64
武汉,长春,124
武汉,烟台,45
武汉,湖州,27
武汉,台州,45
荆州,沈阳,21
荆州,苏州,19
荆州,合肥,19
荆州,武汉,39
武汉,拉萨,21
襄阳,侯马,13
襄阳,沈阳,34
襄阳,徐州,12
襄阳,安庆,7
襄阳,宁波,15
襄阳,金华,11
襄阳,郑州,27
襄阳,东莞,18
郑州,深圳,171
郑州,赣州,60
洛阳,廊坊,28
洛阳,上海,159
洛阳,嘉兴,30
漯河,大连,14
漯河,上海,54
漯河,临沂,15
漯河,南通,11
漯河,汕头,20
信阳,西安,73
郑州,西宁,18
广州,深圳,412
广州,南充,85
广州,喀什,23
广州,拉萨,85
广州,嘉兴,46
广州,包头,28
汕头,南通,9
汕头,泉州,31
汕头,荆州,7
湛江,南充,9
湛江,蚌埠,5
中山,贵阳,61
中山,南京,37
中山,蚌埠,19
中山,宁波,29
贵阳,沈阳,12
贵阳,苏州,12
贵阳,厦门,9
贵阳,衡阳,7
贵阳,贵阳,323
贵阳,西安,14
海口,哈尔滨,8
海口,青岛,4
海口,杭州,6
海口,宁波,4
海口,西安,6
成都,沈阳,79
成都,苏州,49
成都,湖州,10
成都,嘉兴,19
成都,台州,18
成都,温州,29
成都,汕头,30
昆明,南昌,26
昆明,武汉,34
昆明,汕头,16
昆明,南通,7
昆明,烟台,7
西安,南京,58
西安,合肥,49
西安,宁波,50
西安,中山,79
西安,南宁,79
西安,成都,159
锦州,沈阳,32
芜湖,常州,22
信阳,芜湖,11
南宁,广州,99
南充,武汉,19
南充,汕头,10
呼和浩特,唐山,5
呼和浩特,长沙,8
呼和浩特,昆明,6
呼和浩特,青岛,7
呼和浩特,中山,4
呼和浩特,南宁,5
锦州,郑州,4
太原,石家庄,20
天津,连云港,6
天津,扬州,6
天津,义乌,4
天津,乌鲁木齐,20
天津,拉萨,4
沈阳,常德,13
长春,芜湖,5
哈尔滨,泉州,8
蚌埠,阿克苏,5
济南,盐城,32
济南,宝鸡,23
济南,拉萨,15
青岛,盐城,7
青岛,台州,9
鹰潭,安庆,6
福州,扬州,15
福州,阿克苏,7
衡阳,襄阳,8
襄阳,烟台,6
襄阳,临沂,6
襄阳,银川,5
漯河,芜湖,9
信阳,盐城,8
漯河,义乌,5
广州,义乌,22
汕头,内江,4
中山,安庆,10
中山,内江,5
中山,宝鸡,5
南宁,太原,11
南宁,天津,15
南宁,信阳,12
南宁,东莞,27
南宁,湛江,13
南宁,大理州,7
柳州,长春,3
柳州,上海,6
柳州,福州,4
贵阳,大连,6
贵阳,烟台,4
南充,沈阳,11
南充,杭州,13
南充,常州,6
南充,宁波,7
大理州,北京,10
大理州,长春,6
大理州,天津,8
大理州,福州,4
大理州,广州,10
大理州,深圳,5
大理州,东莞,4
大理州,成都,10
大理州,昆明,26
西安,鹰潭,12
义乌,上海,1221
义乌,台州,233
呼和浩特,漯河,4
呼和浩特,信阳,4
太原,青岛,14
太原,杭州,7
侯马,侯马,4
廊坊,西宁,9
北京,汕头,12
大连,锦州,5
大连,济南,14
大连,郑州,11
大连,信阳,4
上海,锦州,32
上海,长春,90
上海,安庆,29
上海,南昌,112
上海,洛阳,48
烟台,呼和浩特,8
烟台,南京,10
烟台,厦门,6
烟台,洛阳,6
青岛,柳州,5
济宁,芜湖,7
义乌,石家庄,575
义乌,天津,542
义乌,南京,493
义乌,贵阳,443
赣州,天津,8
赣州,武汉,11
赣州,郑州,14
常德,信阳,6
常德,汕头,7
衡阳,安庆,8
深圳,锦州,26
深圳,天津,83
深圳,常州,69
深圳,合肥,74
深圳,青岛,58
深圳,杭州,151
深圳,宁波,87
深圳,福州,165
深圳,厦门,113
深圳,漯河,54
深圳,西安,157
深圳,拉萨,53
东莞,呼和浩特,58
东莞,天津,127
东莞,洛阳,55
东莞,贵阳,154
东莞,海口,75
东莞,南充,56
南宁,锦州,3
南宁,常州,6
兰州,中山,7
兰州,西安,51
银川,西安,17
乌鲁木齐,漯河,4
乌鲁木齐,西安,12
呼和浩特,无锡,3
呼和浩特,盐城,1
呼和浩特,南通,2
呼和浩特,泉州,2
呼和浩特,荆州,1
呼和浩特,洛阳,3
呼和浩特,西宁,1
呼和浩特,乌鲁木齐,4
呼和浩特,阿克苏,1
包头,唐山,1
包头,北京,3
包头,连云港,1
包头,蚌埠,1
包头,芜湖,1
包头,鹰潭,1
包头,厦门,1
包头,东莞,1
包头,宝鸡,1
太原,廊坊,4
太原,常州,3
太原,盐城,2
太原,蚌埠,4
太原,台州,2
太原,义乌,1
太原,东莞,5
太原,宝鸡,2
侯马,沈阳,3
侯马,南京,2
侯马,盐城,1
侯马,济宁,1
侯马,湖州,1
侯马,重庆,3
侯马,长沙,4
侯马,大理州,1
侯马,银川,1
侯马,乌鲁木齐,1
唐山,连云港,2
唐山,台州,3
唐山,海口,2
唐山,拉萨,1
北京,喀什,1
大连,扬州,1
大连,合肥,4
大连,芜湖,2
大连,重庆,5
大连,襄阳,2
大连,东莞,4
大连,成都,9
大连,宝鸡,1
大连,拉萨,1
锦州,唐山,2
锦州,常州,1
锦州,芜湖,1
锦州,襄阳,1
锦州,东莞,1
锦州,内江,1
哈尔滨,荆州,2
哈尔滨,大理州,3
哈尔滨,宝鸡,2
上海,包头,30
上海,无锡,68
上海,南通,48
上海,泉州,59
上海,东莞,68
上海,内江,6
淮安,宝鸡,2
盐城,喀什,2
扬州,喀什,3
潍坊,宝鸡,3
烟台,扬州,3
烟台,安庆,3
烟台,泉州,4
烟台,重庆,9
烟台,东莞,8
烟台,昆明,4
烟台,兰州,6
青岛,鹰潭,4
济宁,廊坊,5
济宁,扬州,4
义乌,潍坊,253
义乌,重庆,356
义乌,常德,172
鹰潭,包头,4
赣州,廊坊,2
赣州,金华,3
赣州,洛阳,4
赣州,阿克苏,1
常德,保定,3
常德,连云港,3
常德,蚌埠,3
常德,青岛,5
常德,临沂,2
衡阳,包头,4
衡阳,扬州,4
衡阳,临沂,7
衡阳,荆州,4
衡阳,西宁,3
衡阳,拉萨,3
荆州,大理州,4
荆州,宝鸡,2
荆州,乌鲁木齐,8
襄阳,济宁,5
深圳,包头,14
深圳,廊坊,16
深圳,蚌埠,43
深圳,临沂,29
深圳,温州,85
深圳,东莞,225
东莞,包头,16
东莞,廊坊,24
东莞,连云港,21
东莞,扬州,20
东莞,安庆,28
东莞,济宁,37
东莞,湖州,18
湛江,义乌,2
湛江,宝鸡,2
中山,拉萨,7
南宁,保定,5
南宁,无锡,6
柳州,盐城,1
柳州,赣州,1
柳州,漯河,2
柳州,大理州,1
柳州,西宁,1
柳州,喀什,1
贵阳,包头,1
贵阳,唐山,2
贵阳,湖州,3
贵阳,义乌,3
贵阳,内江,2
海口,呼和浩特,2
海口,无锡,2
海口,南通,2
海口,临沂,1
海口,义乌,1
海口,常德,2
海口,衡阳,2
成都,荆州,7
南充,唐山,3
南充,蚌埠,4
南充,芜湖,3
南充,烟台,3
南充,嘉兴,4
南充,金华,5
南充,衡阳,5
南充,阿克苏,1
内江,徐州,2
内江,连云港,1
内江,青岛,2
内江,济宁,1
内江,杭州,3
内江,泉州,2
内江,武汉,4
内江,汕头,3
内江,东莞,3
内江,西宁,1
昆明,廊坊,4
昆明,淮安,2
昆明,扬州,4
大理州,唐山,2
大理州,金华,2
大理州,义乌,1
大理州,衡阳,2
大理州,襄阳,1
大理州,漯河,2
大理州,汕头,2
大理州,阿克苏,1
西安,淮安,6
宝鸡,侯马,1
宝鸡,石家庄,2
宝鸡,大连,1
宝鸡,扬州,1
宝鸡,南通,1
宝鸡,芜湖,1
宝鸡,潍坊,1
宝鸡,烟台,1
宝鸡,临沂,1
宝鸡,湖州,1
宝鸡,赣州,1
宝鸡,厦门,1
宝鸡,长沙,3
宝鸡,柳州,1
宝鸡,海口,1
宝鸡,银川,1
宝鸡,阿克苏,1
兰州,盐城,1
兰州,湖州,1
兰州,襄阳,1
兰州,柳州,3
兰州,成都,15
银川,包头,3
银川,廊坊,1
银川,南京,4
银川,烟台,2
银川,义乌,2
银川,福州,5
银川,洛阳,2
银川,大理州,1
银川,宝鸡,1
西宁,石家庄,2
西宁,长春,1
西宁,苏州,1
西宁,连云港,1
西宁,济南,2
西宁,临沂,1
西宁,宁波,1
西宁,武汉,2
西宁,湛江,1
西宁,昆明,1
西宁,宝鸡,1
乌鲁木齐,侯马,1
乌鲁木齐,廊坊,1
乌鲁木齐,蚌埠,2
乌鲁木齐,天津,3
乌鲁木齐,义乌,1
乌鲁木齐,南昌,2
乌鲁木齐,长沙,4
乌鲁木齐,洛阳,1
乌鲁木齐,深圳,4
乌鲁木齐,南宁,2
阿克苏,廊坊,1
阿克苏,大连,1
阿克苏,哈尔滨,1
阿克苏,安庆,1
阿克苏,潍坊,1
阿克苏,青岛,1
阿克苏,鹰潭,1
阿克苏,泉州,1
阿克苏,南宁,1
阿克苏,内江,1
喀什,呼和浩特,1
喀什,台州,1
喀什,汕头,1
喀什,南宁,1
喀什,大理州,1
喀什,银川,1
喀什,西宁,1
拉萨,南京,1
拉萨,合肥,1
拉萨,青岛,1
拉萨,福州,1
拉萨,银川,1
拉萨,乌鲁木齐,1
保定,唐山,56
保定,天津,140
沈阳,大连,127
沈阳,锦州,115
南京,徐州,175
南京,连云港,59
常州,苏州,214
淮安,徐州,52
盐城,南京,105
常州,盐城,62
南通,南京,114
合肥,合肥,162
杭州,金华,483
湖州,宁波,103
宁波,湖州,60
宁波,温州,154
金华,杭州,898
金华,湖州,150
金华,嘉兴,276
温州,台州,131
温州,金华,180
武汉,武汉,510
广州,湛江,156
石家庄,信阳,122
石家庄,厦门,93
石家庄,呼和浩特,129
石家庄,贵阳,216
石家庄,金华,59
石家庄,大理州,33
天津,石家庄,58
天津,天津,42
天津,广州,55
唐山,天津,65
唐山,北京,38
廊坊,石家庄,53
廊坊,北京,111
廊坊,锦州,12
廊坊,沈阳,68
廊坊,武汉,48
廊坊,湛江,12
廊坊,南宁,27
廊坊,柳州,12
廊坊,成都,54
保定,厦门,31
保定,郑州,149
保定,贵阳,109
保定,哈尔滨,97
保定,杭州,41
保定,阿克苏,34
保定,武汉,75
保定,西宁,13
北京,贵阳,42
沈阳,石家庄,137
沈阳,广州,145
沈阳,银川,54
沈阳,乌鲁木齐,51
长春,广州,41
哈尔滨,天津,62
南京,北京,249
南京,蚌埠,93
南京,合肥,189
南京,济南,230
南京,宁波,119
南京,厦门,105
南京,南充,66
南京,西安,201
扬州,锦州,16
常州,济南,278
无锡,侯马,45
无锡,南昌,67
无锡,阿克苏,10
常州,合肥,163
苏州,合肥,146
苏州,杭州,221
苏州,太原,95
苏州,南昌,114
苏州,兰州,86
苏州,阿克苏,26
徐州,石家庄,207
徐州,南宁,163
徐州,柳州,67
徐州,成都,302
连云港,太原,25
连云港,侯马,14
连云港,合肥,46
连云港,青岛,48
淮安,沈阳,27
淮安,合肥,36
淮安,南昌,29
徐州,兰州,118
盐城,济南,131
盐城,杭州,74
盐城,漯河,44
盐城,湛江,22
盐城,宁波,44
扬州,乌鲁木齐,36
常州,长春,157
常州,青岛,135
常州,金华,72
常州,海口,72
南通,石家庄,46
南通,洛阳,26
南通,拉萨,18
合肥,呼和浩特,141
合肥,哈尔滨,227
合肥,天津,242
合肥,蚌埠,173
合肥,杭州,201
合肥,武汉,354
合肥,成都,399
安庆,北京,99
安庆,芜湖,56
安庆,厦门,82
安庆,信阳,78
安庆,柳州,55
蚌埠,汕头,89
蚌埠,侯马,87
蚌埠,常州,63
蚌埠,南充,70
合肥,南充,101
芜湖,合肥,86
潍坊,天津,33
青岛,天津,40
临沂,郑州,47
临沂,沈阳,49
杭州,呼和浩特,202
杭州,太原,358
杭州,南京,451
杭州,洛阳,200
杭州,漯河,274
杭州,兰州,239
湖州,锦州,38
湖州,南昌,167
湖州,厦门,106
嘉兴,太原,97
嘉兴,侯马,57
嘉兴,信阳,78
嘉兴,阿克苏,27
宁波,沈阳,211
宁波,侯马,80
宁波,长春,138
宁波,济南,301
宁波,柳州,77
