收寄城市,寄达城市,流量
中山,东莞,1410
中山,北京,1174
中山,深圳,2370
中山,大连,173
中山,常州,290
中山,合肥,397
中山,青岛,432
中山,嘉兴,195
中山,温州,334
中山,漯河,303
中山,信阳,331
贵阳,太原,159
贵阳,上海,464
贵阳,重庆,499
贵阳,东莞,299
贵阳,中山,234
贵阳,昆明,595
贵阳,兰州,169
贵阳,银川,100
海口,汕头,73
成都,昆明,2639
成都,大理州,589
成都,拉萨,675
成都,潍坊,518
成都,南昌,1407
成都,无锡,604
成都,芜湖,367
成都,济宁,376
昆明,哈尔滨,700
昆明,天津,429
昆明,南宁,566
昆明,海口,318
昆明,徐州,187
昆明,嘉兴,238
昆明,台州,199
昆明,金华,279
昆明,泉州,239
昆明,湛江,187
昆明,乌鲁木齐,228
西安,苏州,2766
西安,温州,1807
西安,福州,3203
西安,重庆,3274
西安,潍坊,657
西安,东莞,3166
南充,贵阳,493
南充,昆明,367
呼和浩特,保定,132
呼和浩特,哈尔滨,461
呼和浩特,杭州,185
呼和浩特,成都,370
呼和浩特,福州,129
呼和浩特,贵阳,110
锦州,太原,101
锦州,北京,362
锦州,青岛,92
锦州,西安,124
太原,上海,767
太原,广州,1110
石家庄,喀什,76
天津,赣州,167
天津,荆州,82
沈阳,义乌,208
沈阳,荆州,42
长春,南通,114
长春,襄阳,63
哈尔滨,柳州,180
哈尔滨,乌鲁木齐,248
芜湖,扬州,104
芜湖,湖州,115
芜湖,嘉兴,210
芜湖,宝鸡,91
济南,湖州,302
济南,阿克苏,212
青岛,南通,143
青岛,义乌,60
青岛,南充,154
鹰潭,廊坊,41
鹰潭,芜湖,48
鹰潭,嘉兴,58
鹰潭,襄阳,52
福州,淮安,103
福州,义乌,179
福州,宝鸡,89
厦门,潍坊,283
厦门,义乌,218
厦门,阿克苏,221
常德,天津,133
襄阳,呼和浩特,150
襄阳,襄阳,44
漯河,湖州,164
漯河,鹰潭,159
信阳,南通,141
信阳,义乌,72
信阳,西宁,35
信阳,阿克苏,39
汕头,义乌,32
中山,连云港,114
中山,盐城,151
中山,济宁,159
中山,义乌,92
南宁,石家庄,1087
南宁,大连,324
南宁,长春,875
南宁,上海,2133
南宁,徐州,635
南宁,合肥,1016
南宁,衡阳,965
南宁,郑州,1526
柳州,石家庄,90
柳州,北京,193
柳州,青岛,79
贵阳,台州,135
贵阳,赣州,79
南充,苏州,127
南充,南昌,158
南充,南宁,277
南充,温州,83
大理州,沈阳,392
大理州,杭州,140
大理州,南昌,111
大理州,郑州,125
大理州,贵阳,220
西安,保定,539
西安,南通,808
西安,芜湖,796
包头,呼和浩特,769
烟台,青岛,547
义乌,湖州,1088
义乌,金华,2705
东莞,广州,3870
东莞,中山,996
太原,合肥,379
太原,信阳,286
太原,漯河,252
北京,锦州,250
北京,襄阳,264
大连,福州,81
上海,金华,725
上海,鹰潭,271
上海,漯河,710
上海,中山,1048
上海,大理州,267
烟台,石家庄,328
烟台,天津,424
烟台,杭州,355
烟台,信阳,167
义乌,哈尔滨,4522
义乌,广州,13357
赣州,广州,2029
荆州,锦州,60
深圳,徐州,298
深圳,武汉,586
深圳,大理州,103
东莞,太原,536
东莞,南京,495
东莞,徐州,365
东莞,合肥,478
东莞,长沙,1074
东莞,漯河,345
东莞,兰州,395
贵阳,锦州,66
昆明,锦州,110
兰州,呼和浩特,124
兰州,广州,638
兰州,阿克苏,134
银川,沈阳,94
呼和浩特,廊坊,68
呼和浩特,淮安,13
呼和浩特,台州,46
呼和浩特,赣州,39
呼和浩特,厦门,75
呼和浩特,常德,36
呼和浩特,汕头,77
呼和浩特,海口,106
呼和浩特,喀什,5
包头,上海,19
包头,常州,5
包头,济南,20
包头,潍坊,8
包头,烟台,5
包头,泉州,5
包头,郑州,18
包头,洛阳,4
包头,内江,1
包头,喀什,0
太原,保定,321
太原,无锡,150
太原,扬州,66
太原,湖州,70
太原,南宁,319
侯马,南通,57
侯马,安庆,66
侯马,贵阳,215
侯马,兰州,170
唐山,安庆,22
唐山,柳州,19
廊坊,东莞,127
北京,扬州,152
北京,临沂,334
大连,常州,29
大连,连云港,9
大连,蚌埠,17
大连,安庆,9
大连,嘉兴,20
大连,金华,27
大连,常德,12
大连,湛江,12
大连,西宁,7
锦州,南通,15
锦州,杭州,61
锦州,嘉兴,19
锦州,义乌,13
锦州,温州,24
锦州,汕头,22
锦州,中山,24
锦州,昆明,33
锦州,乌鲁木齐,21
长春,扬州,71
长春,义乌,87
哈尔滨,连云港,131
哈尔滨,淮安,52
上海,唐山,331
上海,济宁,479
上海,嘉兴,691
上海,赣州,427
上海,拉萨,291
淮安,内江,11
盐城,西宁,22
盐城,拉萨,34
合肥,喀什,36
潍坊,拉萨,40
烟台,苏州,310
烟台,蚌埠,112
烟台,金华,130
烟台,鹰潭,33
烟台,海口,60
烟台,银川,95
烟台,西宁,15
青岛,内江,25
济宁,湖州,80
济宁,常德,128
济宁,柳州,69
济宁,乌鲁木齐,107
济宁,喀什,7
义乌,呼和浩特,1116
鹰潭,盐城,35
赣州,连云港,100
赣州,临沂,197
赣州,泉州,289
赣州,柳州,247
赣州,成都,994
福州,喀什,25
厦门,西宁,142
厦门,喀什,45
常德,烟台,37
常德,济宁,34
常德,义乌,43
常德,泉州,82
常德,荆州,34
常德,拉萨,9
荆州,保定,64
荆州,扬州,38
荆州,安庆,61
荆州,湖州,44
荆州,西宁,10
襄阳,廊坊,77
襄阳,拉萨,17
漯河,内江,68
深圳,义乌,61
东莞,芜湖,156
东莞,西宁,76
湛江,鹰潭,72
湛江,内江,32
湛江,西宁,19
湛江,阿克苏,14
南宁,扬州,216
南宁,南通,361
南宁,烟台,316
南宁,湖州,238
南宁,台州,439
柳州,无锡,51
柳州,连云港,17
柳州,淮安,11
柳州,蚌埠,54
柳州,湖州,34
柳州,嘉兴,51
柳州,台州,52
柳州,荆州,18
柳州,洛阳,47
柳州,兰州,60
柳州,乌鲁木齐,52
贵阳,连云港,37
贵阳,鹰潭,40
贵阳,阿克苏,17
海口,包头,5
海口,连云港,8
海口,淮安,6
海口,扬州,12
海口,潍坊,14
海口,洛阳,21
海口,柳州,32
海口,拉萨,5
南充,内江,48
内江,廊坊,16
内江,北京,147
内江,淮安,13
内江,盐城,25
内江,赣州,29
内江,襄阳,53
内江,漯河,49
内江,柳州,52
昆明,包头,93
昆明,义乌,87
昆明,宝鸡,38
大理州,扬州,29
大理州,安庆,28
大理州,泉州,52
大理州,常德,37
大理州,柳州,64
大理州,海口,53
大理州,南充,86
大理州,西宁,17
西安,拉萨,244
宝鸡,呼和浩特,307
宝鸡,沈阳,365
宝鸡,无锡,166
宝鸡,苏州,447
宝鸡,合肥,243
宝鸡,济南,423
宝鸡,青岛,229
宝鸡,宁波,224
宝鸡,台州,92
宝鸡,金华,120
宝鸡,洛阳,118
宝鸡,南充,135
兰州,侯马,55
兰州,无锡,73
兰州,连云港,19
兰州,青岛,142
兰州,天津,217
兰州,宁波,88
兰州,台州,44
兰州,鹰潭,18
兰州,重庆,177
兰州,常德,29
兰州,南充,65
兰州,宝鸡,30
兰州,银川,170
银川,唐山,17
银川,无锡,19
银川,淮安,4
银川,盐城,10
银川,潍坊,17
银川,嘉兴,23
银川,台州,21
银川,阿克苏,10
银川,喀什,2
西宁,保定,15
西宁,常州,19
西宁,福州,23
西宁,厦门,14
西宁,漯河,30
西宁,东莞,23
西宁,南宁,26
西宁,西安,186
乌鲁木齐,呼和浩特,66
乌鲁木齐,唐山,31
乌鲁木齐,长春,133
乌鲁木齐,常州,68
乌鲁木齐,连云港,26
乌鲁木齐,合肥,101
乌鲁木齐,芜湖,26
乌鲁木齐,安庆,27
乌鲁木齐,福州,98
乌鲁木齐,荆州,18
阿克苏,太原,17
阿克苏,北京,57
阿克苏,长春,21
阿克苏,合肥,21
阿克苏,蚌埠,6
阿克苏,烟台,6
阿克苏,台州,9
阿克苏,义乌,6
阿克苏,武汉,50
阿克苏,东莞,19
阿克苏,乌鲁木齐,205
喀什,石家庄,7
喀什,常州,3
喀什,盐城,1
喀什,南通,3
喀什,青岛,8
喀什,杭州,8
喀什,重庆,16
喀什,襄阳,3
喀什,洛阳,5
喀什,海口,2
喀什,南充,12
喀什,内江,1
拉萨,太原,16
拉萨,常州,5
拉萨,衡阳,6
拉萨,荆州,2
拉萨,漯河,10
拉萨,汕头,3
拉萨,深圳,55
拉萨,南充,44
拉萨,内江,8
拉萨,西宁,23
沈阳,沈阳,5666
南京,南京,1758
无锡,常州,873
无锡,徐州,829
无锡,淮安,164
常州,南京,1863
苏州,常州,1210
苏州,南通,830
苏州,盐城,538
淮安,无锡,475
徐州,南通,1465
盐城,无锡,322
盐城,南通,248
常州,常州,522
安庆,合肥,1570
济南,济南,6441
台州,嘉兴,463
福州,福州,2171
泉州,厦门,2953
长沙,衡阳,3480
湛江,广州,2036
石家庄,合肥,1486
石家庄,杭州,1538
石家庄,锦州,668
石家庄,南宁,1786
石家庄,蚌埠,936
石家庄,银川,948
石家庄,乌鲁木齐,1075
天津,北京,4476
天津,沈阳,2928
天津,济南,3673
唐山,石家庄,315
唐山,广州,211
廊坊,南京,207
廊坊,合肥,204
廊坊,中山,159
保定,侯马,351
保定,汕头,234
保定,拉萨,170
沈阳,天津,1530
沈阳,青岛,645
沈阳,信阳,269
沈阳,汕头,283
沈阳,兰州,526
长春,锦州,419
长春,漯河,215
哈尔滨,哈尔滨,10701
南京,侯马,713
南京,长春,1498
南京,青岛,1504
南京,长沙,2327
南京,信阳,921
南京,南宁,1572
南京,成都,3508
扬州,厦门,320
扬州,广州,1279
常州,信阳,986
常州,漯河,974
无锡,厦门,341
无锡,天津,772
无锡,长春,760
无锡,柳州,201
常州,沈阳,2502
苏州,厦门,613
苏州,南充,392
苏州,昆明,846
苏州,西安,1512
苏州,安庆,368
徐州,合肥,3292
徐州,济南,5557
徐州,杭州,3397
徐州,郑州,4939
徐州,宁波,1950
连云港,长沙,432
连云港,西安,582
淮安,郑州,295
徐州,太原,2581
盐城,南昌,256
盐城,芜湖,109
扬州,长春,488
扬州,福州,465
扬州,襄阳,141
扬州,湛江,165
扬州,成都,1036
南通,呼和浩特,991
南通,哈尔滨,1090
南通,北京,1156
南通,福州,1342
南通,汕头,678
南通,湛江,558
南通,南充,410
合肥,沈阳,3201
合肥,南京,1938
合肥,徐州,1445
合肥,安庆,1147
合肥,金华,865
安庆,哈尔滨,1342
安庆,太原,1138
蚌埠,郑州,2217
蚌埠,南京,985
蚌埠,徐州,914
蚌埠,呼和浩特,920
蚌埠,长春,1916
芜湖,锦州,225
芜湖,石家庄,774
芜湖,西安,1340
安庆,大理州,271
潍坊,广州,819
潍坊,石家庄,427
潍坊,贵阳,404
潍坊,西安,726
青岛,济南,1239
济宁,广州,1147
济南,沈阳,3827
临沂,锦州,129
临沂,天津,469
临沂,杭州,296
天津,锦州,540
杭州,石家庄,1052
杭州,合肥,1014
杭州,信阳,652
杭州,阿克苏,158
湖州,合肥,383
湖州,中山,320
湖州,柳州,207
湖州,成都,814
湖州,西安,933
湖州,兰州,353
嘉兴,长春,299
嘉兴,哈尔滨,348
嘉兴,南京,377
嘉兴,芜湖,115
嘉兴,长沙,548
嘉兴,洛阳,160
嘉兴,南充,124
嘉兴,呼和浩特,157
嘉兴,昆明,300
宁波,太原,1087
宁波,汕头,874
宁波,湛江,522
宁波,西安,2038
宁波,兰州,759
台州,沈阳,1007
台州,蚌埠,596
台州,芜湖,328
台州,洛阳,397
台州,南宁,922
台州,大理州,235
金华,南京,3638
金华,长沙,4569
金华,武汉,5051
温州,呼和浩特,281
温州,武汉,1191
温州,郑州,1082
温州,汕头,545
温州,贵阳,836
温州,蚌埠,440
温州,长春,545
温州,海口,315
南昌,信阳,1051
南昌,中山,1506
南昌,成都,3469
南昌,杭州,2294
福州,天津,975
福州,合肥,873
泉州,杭州,1651
泉州,锦州,353
泉州,侯马,631
泉州,南昌,1826
重庆,银川,1000
重庆,锦州,690
重庆,太原,1225
重庆,石家庄,1201
重庆,长春,1901
重庆,蚌埠,603
重庆,郑州,1754
重庆,汕头,807
重庆,贵阳,2801
长沙,哈尔滨,2440
长沙,锦州,707
长沙,沈阳,2594
长沙,杭州,2803
长沙,金华,1211
长沙,厦门,1867
长沙,广州,11299
长沙,中山,2743
长沙,湛江,1533
长沙,昆明,3440
长沙,兰州,2009
武汉,石家庄,3329
武汉,中山,2766
武汉,济南,4762
武汉,厦门,2520
武汉,洛阳,1505
武汉,汕头,2036
武汉,南宁,3727
洛阳,侯马,619
洛阳,漯河,581
洛阳,太原,1042
洛阳,青岛,744
洛阳,襄阳,246
洛阳,柳州,428
洛阳,兰州,675
漯河,贵阳,1155
漯河,哈尔滨,1469
郑州,南京,2454
郑州,常州,1465
郑州,南充,1555
郑州,乌鲁木齐,1277
广州,南宁,4148
广州,贵阳,2262
广州,天津,1502
汕头,徐州,159
湛江,漯河,170
中山,石家庄,637
中山,湛江,667
海口,广州,289
成都,石家庄,1329
成都,济南,2083
西安,广州,12508
石家庄,廊坊,715
石家庄,潍坊,836
石家庄,温州,804
石家庄,湖州,291
天津,保定,630
天津,常州,440
天津,苏州,897
天津,济宁,630
天津,福州,693
天津,长沙,937
天津,海口,341
唐山,长春,162
唐山,南京,68
唐山,徐州,64
唐山,贵阳,71
唐山,成都,159
北京,常州,353
北京,南昌,785
廊坊,南通,81
廊坊,临沂,91
廊坊,深圳,236
廊坊,湖州,35
廊坊,台州,59
廊坊,赣州,54
保定,苏州,350
保定,盐城,115
保定,包头,67
北京,侯马,650
北京,北京,533
沈阳,武汉,595
沈阳,宁波,338
沈阳,南昌,354
沈阳,长沙,448
沈阳,衡阳,139
沈阳,中山,259
沈阳,南宁,349
沈阳,大理州,100
长春,侯马,274
长春,福州,273
长春,武汉,402
长春,汕头,200
长春,中山,235
哈尔滨,唐山,487
哈尔滨,锦州,456
哈尔滨,宁波,439
哈尔滨,南昌,442
哈尔滨,长沙,663
哈尔滨,武汉,810
哈尔滨,南宁,459
南京,赣州,393
南京,大理州,303
南京,宝鸡,137
扬州,保定,206
扬州,临沂,169
扬州,湖州,127
扬州,兰州,506
淮安,北京,435
淮安,济南,301
淮安,重庆,177
淮安,成都,284
常州,保定,608
无锡,廊坊,120
无锡,荆州,79
苏州,台州,469
苏州,廊坊,183
苏州,赣州,236
苏州,喀什,51
徐州,保定,1298
徐州,常德,946
连云港,大连,174
连云港,潍坊,160
连云港,义乌,48
连云港,赣州,89
连云港,常德,88
连云港,乌鲁木齐,58
淮安,长春,138
淮安,拉萨,74
淮安,侯马,73
淮安,保定,64
淮安,湖州,86
淮安,嘉兴,172
淮安,济宁,59
淮安,临沂,64
淮安,襄阳,59
徐州,宝鸡,344
盐城,上海,1287
盐城,湖州,76
盐城,重庆,207
扬州,鹰潭,84
扬州,宝鸡,53
南通,唐山,277
南通,大连,304
南通,鹰潭,204
南通,重庆,998
南通,内江,71
合肥,唐山,687
合肥,无锡,903
合肥,嘉兴,683
合肥,义乌,278
合肥,大理州,355
合肥,银川,1024
安庆,唐山,333
安庆,大连,391
安庆,上海,2366
安庆,淮安,196
安庆,泉州,589
安庆,衡阳,493
蚌埠,烟台,500
蚌埠,济宁,484
蚌埠,赣州,422
蚌埠,衡阳,689
蚌埠,襄阳,426
蚌埠,深圳,1358
蚌埠,连云港,252
蚌埠,扬州,244
蚌埠,蚌埠,484
芜湖,杭州,673
芜湖,衡阳,343
芜湖,安庆,385
安庆,西宁,56
济南,包头,630
济南,唐山,807
济南,宁波,1034
济南,长沙,2197
济南,柳州,444
济南,嘉兴,535
潍坊,太原,373
潍坊,北京,1398
潍坊,武汉,497
潍坊,赣州,75
潍坊,衡阳,108
青岛,烟台,322
青岛,郑州,618
青岛,温州,234
青岛,漯河,233
济宁,哈尔滨,839
济宁,无锡,188
济宁,宁波,265
济宁,郑州,748
临沂,呼和浩特,306
临沂,合肥,237
临沂,济南,696
临沂,宁波,172
临沂,温州,138
临沂,洛阳,157
临沂,深圳,280
济宁,烟台,220
临沂,包头,82
临沂,唐山,122
临沂,潍坊,153
临沂,南充,154
杭州,唐山,278
杭州,盐城,308
杭州,宝鸡,101
湖州,包头,36
湖州,太原,398
湖州,上海,531
湖州,无锡,151
湖州,金华,214
湖州,赣州,138
湖州,襄阳,100
湖州,宝鸡,57
嘉兴,扬州,92
嘉兴,深圳,345
嘉兴,包头,43
宁波,苏州,1259
宁波,南通,471
宁波,烟台,443
金华,唐山,1012
温州,上海,1802
温州,南通,300
温州,泉州,517
温州,深圳,868
南昌,南京,1457
南昌,宁波,1268
南昌,福州,2003
南昌,长沙,2841
南昌,温州,1058
南昌,南通,580
南昌,芜湖,550
南昌,嘉兴,691
鹰潭,青岛,148
鹰潭,南充,98
鹰潭,徐州,96
鹰潭,烟台,55
鹰潭,阿克苏,29
福州,哈尔滨,1137
福州,青岛,761
福州,侯马,415
福州,安庆,290
福州,荆州,141
厦门,呼和浩特,516
厦门,南京,1169
厦门,乌鲁木齐,966
泉州,上海,2823
泉州,重庆,1454
泉州,洛阳,584
泉州,保定,418
泉州,安庆,380
泉州,大理州,278
厦门,金华,661
厦门,漯河,444
厦门,东莞,1600
厦门,侯马,419
重庆,泉州,747
重庆,廊坊,259
重庆,安庆,427
重庆,嘉兴,512
重庆,常德,556
重庆,阿克苏,161
长沙,保定,946
长沙,大连,566
长沙,重庆,2933
长沙,拉萨,243
长沙,内江,251
常德,宁波,224
常德,柳州,122
常德,昆明,206
衡阳,长春,653
衡阳,重庆,876
衡阳,乌鲁木齐,361
衡阳,赣州,308
衡阳,洛阳,312
衡阳,无锡,276
衡阳,东莞,1102
武汉,宁波,2005
武汉,金华,1317
武汉,长春,2399
武汉,烟台,925
武汉,湖州,560
武汉,台州,982
荆州,沈阳,192
荆州,苏州,178
荆州,合肥,157
荆州,武汉,367
武汉,拉萨,402
襄阳,侯马,269
襄阳,沈阳,728
襄阳,徐州,210
襄阳,安庆,119
襄阳,宁波,298
襄阳,金华,209
襄阳,郑州,553
襄阳,东莞,384
郑州,深圳,3244
郑州,赣州,1041
洛阳,廊坊,257
洛阳,上海,1795
洛阳,嘉兴,331
漯河,大连,314
漯河,上海,1526
漯河,临沂,350
漯河,南通,266
漯河,汕头,461
信阳,西安,966
郑州,西宁,312
广州,深圳,4943
广州,南充,821
广州,喀什,205
广州,拉萨,802
广州,嘉兴,457
广州,包头,278
汕头,南通,70
汕头,泉州,273
汕头,荆州,49
湛江,南充,180
湛江,蚌埠,137
中山,贵阳,749
中山,南京,507
中山,蚌埠,225
中山,宁波,401
贵阳,沈阳,290
贵阳,苏州,268
贵阳,厦门,177
贵阳,衡阳,156
贵阳,贵阳,10488
贵阳,西安,384
海口,哈尔滨,128
海口,青岛,40
海口,杭州,80
海口,宁波,34
海口,西安,81
成都,沈阳,1907
成都,苏州,1275
成都,湖州,250
成都,嘉兴,468
成都,台州,456
成都,温州,754
成都,汕头,683
昆明,南昌,513
昆明,武汉,717
昆明,汕头,322
昆明,南通,139
昆明,烟台,145
西安,南京,2321
西安,合肥,1892
西安,宁波,1973
西安,中山,3153
西安,南宁,3076
西安,成都,6398
锦州,沈阳,692
芜湖,常州,261
信阳,芜湖,132
南宁,广州,7619
南充,武汉,245
南充,汕头,140
呼和浩特,唐山,100
呼和浩特,长沙,197
呼和浩特,昆明,148
呼和浩特,青岛,213
呼和浩特,中山,96
呼和浩特,南宁,142
锦州,郑州,98
太原,石家庄,947
天津,连云港,179
天津,扬州,200
天津,义乌,98
天津,乌鲁木齐,868
天津,拉萨,119
沈阳,常德,94
长春,芜湖,95
哈尔滨,泉州,259
蚌埠,阿克苏,46
济南,盐城,403
济南,宝鸡,266
济南,拉萨,169
青岛,盐城,114
青岛,台州,136
鹰潭,安庆,50
福州,扬州,205
福州,阿克苏,97
衡阳,襄阳,210
襄阳,烟台,96
襄阳,临沂,90
襄阳,银川,83
漯河,芜湖,230
信阳,盐城,112
漯河,义乌,123
广州,义乌,221
汕头,内江,30
中山,安庆,138
中山,内江,50
中山,宝鸡,58
南宁,太原,861
南宁,天津,1123
南宁,信阳,773
南宁,东莞,2127
南宁,湛江,919
南宁,大理州,425
柳州,长春,84
柳州,上海,220
柳州,福州,172
贵阳,大连,90
贵阳,烟台,66
南充,沈阳,247
南充,杭州,165
南充,常州,68
南充,宁波,97
大理州,北京,389
大理州,长春,221
大理州,天津,260
大理州,福州,140
大理州,广州,450
大理州,深圳,216
大理州,东莞,131
大理州,成都,453
大理州,昆明,1126
西安,鹰潭,461
义乌,上海,10102
义乌,台州,1913
呼和浩特,漯河,119
呼和浩特,信阳,118
太原,青岛,673
太原,杭州,425
侯马,侯马,277
廊坊,西宁,77
北京,汕头,261
大连,锦州,58
大连,济南,143
大连,郑州,127
大连,信阳,39
上海,锦州,488
上海,长春,1349
上海,安庆,429
上海,南昌,1699
上海,洛阳,712
烟台,呼和浩特,194
烟台,南京,256
烟台,厦门,138
烟台,洛阳,128
青岛,柳州,53
济宁,芜湖,121
义乌,石家庄,4743
义乌,天津,4469
义乌,南京,4069
义乌,贵阳,3629
赣州,天津,609
赣州,武汉,798
赣州,郑州,940
常德,信阳,81
常德,汕头,120
衡阳,安庆,215
深圳,锦州,83
深圳,天津,267
深圳,常州,221
深圳,合肥,235
深圳,青岛,182
深圳,杭州,488
深圳,宁波,280
深圳,福州,530
深圳,厦门,361
深圳,漯河,171
深圳,西安,498
深圳,拉萨,168
东莞,呼和浩特,306
东莞,天津,678
东莞,洛阳,292
东莞,贵阳,806
东莞,海口,406
东莞,南充,296
南宁,锦州,196
南宁,常州,505
兰州,中山,155
兰州,西安,1215
银川,西安,282
乌鲁木齐,漯河,141
乌鲁木齐,西安,593
呼和浩特,无锡,64
呼和浩特,盐城,29
呼和浩特,南通,44
呼和浩特,泉州,52
呼和浩特,荆州,22
呼和浩特,洛阳,96
呼和浩特,西宁,27
呼和浩特,乌鲁木齐,119
呼和浩特,阿克苏,22
包头,唐山,6
包头,北京,73
包头,连云港,5
包头,蚌埠,4
包头,芜湖,3
包头,鹰潭,1
包头,厦门,5
包头,东莞,7
包头,宝鸡,2
太原,廊坊,212
太原,常州,143
太原,盐城,67
太原,蚌埠,198
太原,台州,118
太原,义乌,60
太原,东莞,297
太原,宝鸡,76
侯马,沈阳,282
侯马,南京,150
侯马,盐城,39
侯马,济宁,71
侯马,湖州,40
侯马,重庆,217
侯马,长沙,306
侯马,大理州,32
侯马,银川,85
侯马,乌鲁木齐,54
唐山,连云港,20
唐山,台州,30
唐山,海口,23
唐山,拉萨,8
北京,喀什,18
大连,扬州,12
大连,合肥,50
大连,芜湖,16
大连,重庆,57
大连,襄阳,18
大连,东莞,44
大连,成都,106
大连,宝鸡,7
大连,拉萨,8
锦州,唐山,55
锦州,常州,20
锦州,芜湖,11
锦州,襄阳,10
锦州,东莞,30
锦州,内江,2
哈尔滨,荆州,54
哈尔滨,大理州,104
哈尔滨,宝鸡,61
上海,包头,465
上海,无锡,1056
上海,南通,750
上海,泉州,915
上海,东莞,1051
上海,内江,89
淮安,宝鸡,18
盐城,喀什,11
扬州,喀什,27
潍坊,宝鸡,44
烟台,扬州,59
烟台,安庆,68
烟台,泉州,102
烟台,重庆,224
烟台,东莞,204
烟台,昆明,86
烟台,兰州,153
青岛,鹰潭,52
济宁,廊坊,99
济宁,扬州,77
义乌,潍坊,2089
义乌,重庆,2944
义乌,常德,1418
鹰潭,包头,38
赣州,廊坊,119
赣州,金华,231
赣州,洛阳,281
赣州,阿克苏,54
常德,保定,43
常德,连云港,41
常德,蚌埠,58
常德,青岛,94
常德,临沂,36
衡阳,包头,101
衡阳,扬州,124
衡阳,临沂,204
衡阳,荆州,105
衡阳,西宁,83
衡阳,拉萨,83
荆州,大理州,44
荆州,宝鸡,19
荆州,乌鲁木齐,86
襄阳,济宁,104
深圳,包头,46
深圳,廊坊,51
深圳,蚌埠,138
深圳,临沂,91
深圳,温州,274
深圳,东莞,731
东莞,包头,87
东莞,廊坊,128
东莞,连云港,110
东莞,扬州,108
东莞,安庆,148
东莞,济宁,200
东莞,湖州,97
湛江,义乌,57
湛江,宝鸡,42
中山,拉萨,101
南宁,保定,358
南宁,无锡,479
柳州,盐城,24
柳州,赣州,51
柳州,漯河,73
柳州,大理州,59
柳州,西宁,11
柳州,喀什,4
贵阳,包头,28
贵阳,唐山,52
贵阳,湖州,77
贵阳,义乌,82
贵阳,内江,30
海口,呼和浩特,20
海口,无锡,26
海口,南通,21
海口,临沂,11
海口,义乌,14
海口,常德,23
海口,衡阳,32
成都,荆州,194
南充,唐山,47
南充,蚌埠,61
南充,芜湖,41
南充,烟台,42
南充,嘉兴,56
南充,金华,72
南充,衡阳,70
南充,阿克苏,6
内江,徐州,49
内江,连云港,19
内江,青岛,78
内江,济宁,24
内江,杭州,109
内江,泉州,61
内江,武汉,177
内江,汕头,97
内江,东莞,103
内江,西宁,4
昆明,廊坊,70
昆明,淮安,39
昆明,扬州,85
大理州,唐山,45
大理州,金华,50
大理州,义乌,18
大理州,衡阳,62
大理州,襄阳,25
大理州,漯河,44
大理州,汕头,79
大理州,阿克苏,8
西安,淮安,243
宝鸡,侯马,121
宝鸡,石家庄,276
宝鸡,大连,113
宝鸡,扬州,77
宝鸡,南通,83
宝鸡,芜湖,96
宝鸡,潍坊,96
宝鸡,烟台,85
宝鸡,临沂,63
宝鸡,湖州,62
宝鸡,赣州,97
宝鸡,厦门,194
宝鸡,长沙,497
宝鸡,柳州,124
宝鸡,海口,189
宝鸡,银川,149
宝鸡,阿克苏,13
兰州,盐城,21
兰州,湖州,26
兰州,襄阳,35
兰州,柳州,68
兰州,成都,530
银川,包头,36
银川,廊坊,13
银川,南京,48
银川,烟台,17
银川,义乌,23
银川,福州,53
银川,洛阳,21
银川,大理州,12
银川,宝鸡,10
西宁,石家庄,49
西宁,长春,31
西宁,苏州,40
西宁,连云港,6
西宁,济南,77
西宁,临沂,14
西宁,宁波,21
西宁,武汉,66
西宁,湛江,5
西宁,昆明,33
西宁,宝鸡,10
乌鲁木齐,侯马,46
乌鲁木齐,廊坊,28
乌鲁木齐,蚌埠,92
乌鲁木齐,天津,178
乌鲁木齐,义乌,53
乌鲁木齐,南昌,97
乌鲁木齐,长沙,213
乌鲁木齐,洛阳,60
乌鲁木齐,深圳,221
乌鲁木齐,南宁,82
阿克苏,廊坊,3
阿克苏,大连,16
阿克苏,哈尔滨,24
阿克苏,安庆,4
阿克苏,潍坊,7
阿克苏,青岛,23
阿克苏,鹰潭,4
阿克苏,泉州,16
阿克苏,南宁,12
阿克苏,内江,5
喀什,呼和浩特,3
喀什,台州,2
喀什,汕头,2
喀什,南宁,8
喀什,大理州,2
喀什,银川,10
喀什,西宁,4
拉萨,南京,9
拉萨,合肥,10
拉萨,青岛,7
拉萨,福州,10
拉萨,银川,7
拉萨,乌鲁木齐,14
保定,唐山,424
保定,天津,1170
沈阳,大连,1269
沈阳,锦州,982
南京,徐州,2092
南京,连云港,685
常州,苏州,2098
淮安,徐州,524
盐城,南京,575
常州,盐城,555
南通,南京,2536
合肥,合肥,1487
杭州,金华,1021
湖州,宁波,264
宁波,湖州,413
宁波,温州,1198
金华,杭州,6586
金华,湖州,1052
金华,嘉兴,1931
温州,台州,491
温州,金华,665
武汉,武汉,9352
广州,湛江,1672
石家庄,信阳,1338
石家庄,厦门,1042
石家庄,呼和浩特,1422
石家庄,贵阳,2514
石家庄,金华,675
石家庄,大理州,357
天津,石家庄,1710
天津,天津,1206
天津,广州,1898
唐山,天津,840
唐山,北京,475
廊坊,石家庄,492
廊坊,北京,1104
廊坊,锦州,104
廊坊,沈阳,578
廊坊,武汉,441
廊坊,湛江,98
廊坊,南宁,253
廊坊,柳州,104
廊坊,成都,492
保定,厦门,220
